10238.7460790873,5682.59924983978
10208.111723721,4701.33446884155
10194.6301834583,3672.08234405518
10188.958766818,2464.65822219849
10211.8586519957,1390.40839767456
10280.9761571884,932.351156234741
10518.0241854787,393.190364837646
10839.3009628058,103.283577919006
11342.250741601,-118.160610198975
11859.9214217663,-161.017534255981
12491.3349799514,16.327467918396
12931.6188727021,384.984785079956
13139.8433781266,948.192064285278
13193.6591251493,1488.34194850922
13195.1646648049,2313.25853157043
13181.9915813804,3131.45055580139
13126.0123121738,3971.28578948975
12766.970148921,4859.96245670319
12223.7790917754,5648.095662117
11538.4428434968,6266.75084495544
11399.8721994162,6279.29532718659
10737.1228778958,7044.88750171661
10339.7835253477,7733.36992454529
10167.6254785061,8488.76969528198
10113.6734902859,9399.8132314682
10086.7355512977,10454.4908456802
10070.0271601677,11534.1852550507
10028.8251563311,12868.1871452332
9985.40502673388,14102.5992717743
10174.2173267007,15099.0463676453
10798.5549327731,15751.358335495
11292.5062276721,16094.64265728
11846.4772501588,16472.6420917511
12406.6506316066,17039.7948179245
12618.9220297933,17577.8501024246
12572.7829925418,18342.1104898453
12164.3952824473,19071.4184780121
11634.0927693844,19544.5384511948
11054.671440661,19711.0007810593
10429.9128839374,19682.3173971176
9922.44820570946,19358.0220317841
9604.20439934731,18848.8852386475
9532.74927198887,18196.7371797562
9547.83388197422,17577.3434057236
9859.57226520777,16915.861746788
10517.6781128645,16423.8660373688
11145.7168864608,16071.4415693283
11730.202962935,15734.455701828
12212.8814438581,15216.0757322311
12519.8867025971,14851.6730499268
12775.7772838473,14121.9313030243
12968.7615069747,13162.6914930344
13046.8076511025,12204.1025056839
13079.7822521329,11314.1578512192
13096.039449513,10375.1136112213
13048.9298814535,9220.31283855438
12923.5728096962,8452.74883842468
12438.0625222325,7804.07764625549
11924.437674284,7556.94726657867
11554.8693475127,7217.67062187195
11131.1772453189,6919.96459007263
10547.5814560652,6445.22709274292
10238.7460790873,5682.59924983978
